step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_anticipation,r_time,r_terminal,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.7959995865821838,0.0,1.0,1,-0.009092603003111566,0.0,0.0,-0.0,-0.0,-1.0,0.0,-1.0090926030031115,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.9651565551757812,0.14584024250507355,1.0,1,-0.009092603003111566,0.0,0.0,-1.761156141757965,-0.0,-1.0,0.0,-1.537439445530501,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.01278722658753395,0.9108181595802307,1,-0.009092603003111566,0.0,0.0,-0.03484344482421875,-0.0,-1.0,0.0,-1.0195456364503772,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5936858057975769,1.0,0.0,1,-0.009092603003111566,0.0,0.0,-1.593685805797577,-0.0,-1.0,0.0,-1.4871983447423847,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.45211902260780334,0.1074182540178299,0.14524692296981812,1,-0.009092603003111566,0.0,0.0,-1.0458048284053802,-0.0,-1.0,0.0,-1.3228340515247257,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.33979541063308716,1.0,0.0,1,-0.009092603003111566,0.0,0.0,-0.11232361197471619,-0.0,-1.0,0.0,-1.0427896865955264,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.7482734322547913,1,-0.009092603003111566,0.0,0.0,-1.3397954106330872,-0.0,-1.0,0.0,-1.4110312261930376,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.6230823397636414,0.0,0.0,1,-0.009092603003111566,0.0,0.0,-1.6230823397636414,-0.0,-1.0,0.0,-1.4960173049322039,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.0,0.6235466003417969,1,-0.009092603003111566,0.0,0.0,-0.37691766023635864,-0.0,-1.0,0.0,-1.122167901074019,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7649587988853455,0.0,1.0,1,-0.009092603003111566,0.0,0.0,-0.23504120111465454,-0.0,-1.0,0.0,-1.079604963337508,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.020569050684571266,0.0,0.0,1,-0.009092603003111566,0.0,0.0,-0.7443897482007742,-0.0,-1.0,0.0,-1.2324095274633438,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.6414926052093506,0.0,0.010011045262217522,1,-0.009092603003111566,0.0,0.0,-0.6209235545247793,-0.0,-1.0,0.0,-1.1953696693605453,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.3233094811439514,0.0,1,-0.009092603003111566,0.0,0.0,-0.3585073947906494,-0.0,-1.0,0.0,-1.1166448214403064,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.0,0.0,1,-0.009092603003111566,0.0,0.0,-0.0,-0.0,-1.0,0.0,-1.0090926030031115,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.9506801962852478,0.0,1,-0.009092603003111566,0.0,0.0,-0.0,-0.0,-1.0,0.0,-1.0090926030031115,
