step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_recovery,r_time,r_terminal,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.7729992866516113,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.0,-1.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.22700071334838867,-0.0,0.016671950000000102,-1.0,0.0,-1.0605056447670402,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7861939668655396,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.7861939668655396,-0.0,0.016671950000000102,-1.0,0.0,-1.5282636208221856,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.1485145390033722,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.7861939668655396,-0.0,0.016671950000000102,-1.0,0.0,-1.5282636208221856,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.6709999442100525,0.40101760625839233,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.3290000557899475,-0.0,0.016671950000000102,-1.0,0.0,-1.0911054474995079,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.0325516015291214,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.7035515457391739,-0.0,0.016671950000000102,-1.0,0.0,-1.2034708944842758,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.011622354388237,1.0,0.10939697921276093,1,-0.009092603003111566,1.522224058775e-05,-0.0209292471408844,-0.0,0.016671950000000102,-1.0,0.0,-0.998684204904789,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.988377645611763,-0.0,0.016671950000000102,-1.0,0.0,-1.2889187244460527,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.3134329319000244,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,0.016671950000000102,-1.0,0.0,-1.5924054307625237,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.9318339228630066,0.812688946723938,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.06816607713699341,-0.0,0.016671950000000102,-1.0,0.0,-1.0128552539036217,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5356010794639587,0.0,0.6209853291511536,1,-0.009092603003111566,1.522224058775e-05,-1.4674350023269653,-0.0,0.016671950000000102,-1.0,0.0,-1.4326359314606134,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.5356010794639587,-0.0,0.016671950000000102,-1.0,0.0,-1.4530857546017113,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.41642242670059204,0.0,0.04645635187625885,1,-0.009092603003111566,1.522224058775e-05,-0.583577573299408,-0.0,0.016671950000000102,-1.0,0.0,-1.167478702752346,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.9112840890884399,1.0,0.9568307995796204,1,-0.009092603003111566,1.522224058775e-05,-0.4948616623878479,-0.0,0.016671950000000102,-1.0,0.0,-1.140863929478878,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.1215076595544815,1.0,0.3379034399986267,1,-0.009092603003111566,1.522224058775e-05,-1.0327917486429214,-0.0,0.016671950000000102,-1.0,0.0,-1.3022429553554002,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.8053945899009705,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.683886930346489,-0.0,0.016671950000000102,-1.0,0.0,-1.1975715098664703,
17,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.07728634774684906,0.7065498232841492,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7281082421541214,-0.0,0.016671950000000102,-1.0,0.0,-1.2108379034087602,
18,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.06332404911518097,0.0,0.7176317572593689,1,-0.009092603003111566,1.522224058775e-05,-0.01396229863166809,-0.0,0.016671950000000102,-1.0,0.0,-0.9965941203520241,
19,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5948045253753662,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6581285744905472,-0.0,0.016671950000000102,-1.0,0.0,-1.189844003109688,
20,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8521369695663452,0.18133088946342468,0.19591236114501953,1,-0.009092603003111566,1.522224058775e-05,-0.257332444190979,-0.0,0.016671950000000102,-1.0,0.0,-1.0696051640198174,
21,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.23378592729568481,0.9135080575942993,1,-0.009092603003111566,1.522224058775e-05,-0.14786303043365479,-0.0,0.016671950000000102,-1.0,0.0,-1.03676433989262,
22,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.10360264033079147,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
23,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.8007029891014099,0.953438937664032,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
24,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.44502025842666626,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.4450202584266663,-0.0,0.016671950000000102,-1.0,0.0,-1.4259115082905236,
