step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_recovery,r_time,r_terminal,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.2395138144493103,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.0,-1.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.29631322622299194,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7036867737770081,-0.0,0.016671950000000102,-1.0,0.0,-1.203511462895626,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8371106386184692,0.8406328558921814,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.1334238648414612,-0.0,0.016671950000000102,-1.0,0.0,-1.332432590214962,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7548872232437134,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.5919978618621826,-0.0,0.016671950000000102,-1.0,0.0,-1.4700047893211785,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.15571224689483643,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.9105994701385498,-0.0,0.016671950000000102,-1.0,0.0,-1.2655852718040888,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8442877531051636,-0.0,0.016671950000000102,-1.0,0.0,-1.2456917566940726,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.09766387939453125,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.9023361206054688,-0.0,0.016671950000000102,-1.0,0.0,-1.2631062669441642,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.0976638793945312,-0.0,0.016671950000000102,-1.0,0.0,-1.3217045945808832,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.26632654666900635,1.0,0.8095569610595703,1,-0.009092603003111566,1.522224058775e-05,-0.7336734533309937,-0.0,0.016671950000000102,-1.0,0.0,-1.2125074667618219,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.18656060099601746,0.8547710180282593,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.07976594567298889,-0.0,0.016671950000000102,-1.0,0.0,-1.0163352144644204,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.2525967061519623,0.5857325196266174,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.06603610515594482,-0.0,0.016671950000000102,-1.0,0.0,-1.0122162623093072,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7474032938480377,-0.0,0.016671950000000102,-1.0,0.0,-1.2166264189169351,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5177497863769531,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.5177497863769531,-0.0,0.016671950000000102,-1.0,0.0,-1.4477303666756096,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5617960691452026,0.0,0.3898527920246124,1,-0.009092603003111566,1.522224058775e-05,-1.0795458555221558,-0.0,0.016671950000000102,-1.0,0.0,-1.3162691874191705,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.4287221431732178,1.0,0.37651264667510986,1,-0.009092603003111566,1.522224058775e-05,-0.13307392597198486,-0.0,0.016671950000000102,-1.0,0.0,-1.032327608554119,
