step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_anticipation,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.16951584815979004,0.2041066586971283,0.0,1,0.0,0.0,0.0,-0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.83048415184021,-0.0,-1.0,0.0,-1.249145245552063,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5890407562255859,0.6365349888801575,1.0,1,0.0,0.0,0.0,-1.589040756225586,-0.0,-1.0,0.0,-1.4767122268676758,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.43448126316070557,0.22696617245674133,0.0,1,0.0,0.0,0.0,-1.0235220193862915,-0.0,-1.0,0.0,-1.3070566058158875,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.1702721267938614,1.0,0.17019009590148926,1,0.0,0.0,0.0,-0.604753389954567,-0.0,-1.0,0.0,-1.1814260169863702,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.19140136241912842,1.0,0.0,1,0.0,0.0,0.0,-0.02112923562526703,-0.0,-1.0,0.0,-1.0063387706875802,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,1.0,1,0.0,0.0,0.0,-0.8085986375808716,-0.0,-1.0,0.0,-1.2425795912742614,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.30895525217056274,0.0,0.9614673852920532,1,0.0,0.0,0.0,-0.6910447478294373,-0.0,-1.0,0.0,-1.2073134243488313,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,0.23358479142189026,1,0.0,0.0,0.0,-1.3089552521705627,-0.0,-1.0,0.0,-1.3926865756511688,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-2.0,-0.0,-1.0,0.0,-1.6,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5743465423583984,1.0,0.0,1,0.0,0.0,0.0,-1.5743465423583984,-0.0,-1.0,0.0,-1.4723039627075196,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.77992182970047,0.4430070221424103,0.0,1,0.0,0.0,0.0,-1.3542683720588684,-0.0,-1.0,0.0,-1.4062805116176604,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.3976082503795624,0.0,0.0,1,0.0,0.0,0.0,-1.1775300800800323,-0.0,-1.0,0.0,-1.3532590240240097,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2594975233078003,0.0,0.12407038360834122,1,0.0,0.0,0.0,-0.6571057736873627,-0.0,-1.0,0.0,-1.1971317321062087,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.33605459332466125,0.0,0.0,1,0.0,0.0,0.0,-0.07655707001686096,-0.0,-1.0,0.0,-1.0229671210050584,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7774806618690491,0.44146063923835754,1.0,1,0.0,0.0,0.0,-0.4414260685443878,-0.0,-1.0,0.0,-1.1324278205633163,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,0.13742080330848694,0.0,1,0.0,0.0,0.0,-1.777480661869049,-0.0,-1.0,0.0,-1.5332441985607148,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.33895426988601685,0.0,0.0,1,0.0,0.0,0.0,-0.6610457301139832,-0.0,-1.0,0.0,-1.198313719034195,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-1.3389542698860168,-0.0,-1.0,0.0,-1.401686280965805,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.9886771440505981,0.0,0.0,1,0.0,0.0,0.0,-1.9886771440505981,-0.0,-1.0,0.0,-1.5966031432151793,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3159860074520111,0.0,0.0,1,0.0,0.0,0.0,-1.3046631515026093,-0.0,-1.0,0.0,-1.3913989454507827,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,0.0,0.9027694463729858,1,0.0,0.0,0.0,-1.315986007452011,-0.0,-1.0,0.0,-1.3947958022356033,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.7127838134765625,0.0,0.0,1,0.0,0.0,0.0,-0.2872161865234375,-0.0,-1.0,0.0,-1.0861648559570312,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.25385287404060364,0.0,0.0,1,0.0,0.0,0.0,-0.9666366875171661,-0.0,-1.0,0.0,-1.2899910062551498,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7634227275848389,0.7923146486282349,0.5306973457336426,1,0.0,0.0,0.0,-0.5095698535442352,-0.0,-1.0,0.0,-1.1528709560632706,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6395782828330994,0.0,1.0,1,0.0,0.0,0.0,-1.4030010104179382,-0.0,-1.0,0.0,-1.4209003031253815,
