step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_recovery,r_time,r_terminal,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.8658886551856995,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.0,-1.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.0,0.3342047929763794,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.6976388692855835,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.6976388692855835,-0.0,0.016671950000000102,-1.0,0.0,-1.5016970915481989,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.037451207637786865,1,-0.009092603003111566,1.522224058775e-05,-1.6976388692855835,-0.0,0.016671950000000102,-1.0,0.0,-1.5016970915481989,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.3450685739517212,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6549314260482788,-0.0,0.016671950000000102,-1.0,0.0,-1.1888848585770073,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.20281484723091125,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.5478834211826324,-0.0,0.016671950000000102,-1.0,0.0,-1.1567704571173134,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.15807874500751495,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.3608935922384262,-0.0,0.016671950000000102,-1.0,0.0,-1.1006735084340515,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.25480228662490845,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.4128810316324234,-0.0,0.016671950000000102,-1.0,0.0,-1.1162697402522508,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.27066799998283386,0.21926388144493103,0.25957247614860535,1,-0.009092603003111566,1.522224058775e-05,-0.015865713357925415,-0.0,0.016671950000000102,-1.0,0.0,-0.9971651447699014,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.2706679999828339,-0.0,0.016671950000000102,-1.0,0.0,-1.373605830757374,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.675227165222168,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.8844425678253174,0.6643689870834351,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.11555743217468262,-0.0,0.016671950000000102,-1.0,0.0,-1.0270726604149285,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5172802209854126,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.3671623468399048,-0.0,0.016671950000000102,-1.0,0.0,-1.1025541348144952,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.4827197790145874,-0.0,0.016671950000000102,-1.0,0.0,-1.1372213644669,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.4537932276725769,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.5462067723274231,-0.0,0.016671950000000102,-1.0,0.0,-1.1562674624607507,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5569818019866943,0.7840867042541504,0.663484513759613,1,-0.009092603003111566,1.522224058775e-05,-0.10318857431411743,-0.0,0.016671950000000102,-1.0,0.0,-1.023362003056759,
17,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8095787763595581,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.3665605783462524,-0.0,0.016671950000000102,-1.0,0.0,-1.4023736042663995,
18,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.7545175552368164,1,-0.009092603003111566,1.522224058775e-05,-0.1904212236404419,-0.0,0.016671950000000102,-1.0,0.0,-1.0495317978546563,
19,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.23912647366523743,0.6578709483146667,1.0,1,-0.009092603003111566,1.522224058775e-05,-1.2391264736652374,-0.0,0.016671950000000102,-1.0,0.0,-1.3641433728620949,
20,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7608735263347626,-0.0,0.016671950000000102,-1.0,0.0,-1.2206674886629525,
21,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5023555755615234,0.7315360307693481,0.7890139818191528,1,-0.009092603003111566,1.522224058775e-05,-1.5023555755615234,-0.0,0.016671950000000102,-1.0,0.0,-1.4431121034309806,
22,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.6954062581062317,0.9652034044265747,0.6208691596984863,1,-0.009092603003111566,1.522224058775e-05,-0.19305068254470825,-0.0,0.016671950000000102,-1.0,0.0,-1.0503206355259362,
23,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.3045937418937683,-0.0,0.016671950000000102,-1.0,0.0,-1.0837835533306541,
24,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.2943073511123657,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7056926488876343,-0.0,0.016671950000000102,-1.0,0.0,-1.204113225428814,
25,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-1.2943073511123657,-0.0,0.016671950000000102,-1.0,0.0,-1.3806976360962335,
