w_anticipation,w_safety,ep_len_mean,ep_rew_mean,avg_speed,(empty),backward,collision,lap_complete,out_of_track,stuck,wall_pinned
0.15,1.5,967.19,67031.43277596001,62.4844531299151,1,12,11,0,161,40,0
0.15,2.0,755.36,57339.74681470998,66.67177026569686,1,11,11,0,179,54,0
0.15,2.5,690.65,61351.02653513999,76.37987528657453,1,7,10,0,221,50,0
