step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.49874168634414673,1.0,0.0,1,0.0,0.0,0.0,-0.5012583136558533,-1.0,0.0,-1.150377494096756,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.5012583136558533,-1.0,0.0,-1.150377494096756,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.999495267868042,0.776410698890686,0.0,1,0.0,0.0,0.0,-0.0005047321319580078,-1.0,0.0,-1.0001514196395873,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.29220050573349,0.0,0.0,1,0.0,0.0,0.0,-0.707294762134552,-1.0,0.0,-1.2121884286403657,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.19939619302749634,1.0,0.0,1,0.0,0.0,0.0,-0.09280431270599365,-1.0,0.0,-1.027841293811798,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.8006038069725037,-1.0,0.0,-1.240181142091751,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.354801744222641,0.0,0.0,1,0.0,0.0,0.0,-0.645198255777359,-1.0,0.0,-1.1935594767332076,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.11498045921325684,1.0,0.0,1,0.0,0.0,0.0,-0.4697822034358978,-1.0,0.0,-1.1409346610307693,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,0.40714335441589355,0.0,1,0.0,0.0,0.0,-0.8850195407867432,-1.0,0.0,-1.265505862236023,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.18550610542297363,1.0,0.0,1,0.0,0.0,0.0,-0.8144938945770264,-1.0,0.0,-1.244348168373108,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.09038662910461426,1.0,0.00554203987121582,1,0.0,0.0,0.0,-0.2758927345275879,-1.0,0.0,-1.0827678203582765,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.14349335432052612,1.0,0.0,1,0.0,0.0,0.0,-0.23387998342514038,-1.0,0.0,-1.0701639950275421,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9200476408004761,1.0,0.0,1,0.0,0.0,0.0,-1.0635409951210022,-1.0,0.0,-1.3190622985363007,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.770743727684021,0.3778418302536011,0.0,1,0.0,0.0,0.0,-0.14930391311645508,-1.0,0.0,-1.0447911739349365,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.329955130815506,1.0,0.0,1,0.0,0.0,0.0,-0.440788596868515,-1.0,0.0,-1.1322365790605544,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.8916844725608826,1.0,0.0,1,0.0,0.0,0.0,-1.2216396033763885,-1.0,0.0,-1.3664918810129165,
