step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.33828771114349365,1.0,0.05916464328765869,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.9440243244171143,0.0,1,0.0,0.0,0.0,-0.6617122888565063,-1.0,0.0,-1.198513686656952,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3303065896034241,0.2253720760345459,0.0,1,0.0,0.0,0.0,-0.6696934103965759,-1.0,0.0,-1.2009080231189728,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.2633535861968994,0.0,1,0.0,0.0,0.0,-1.330306589603424,-1.0,0.0,-1.3990919768810273,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.42243146896362305,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.13558539748191833,1.0,0.40914076566696167,1,0.0,0.0,0.0,-1.1355853974819183,-1.0,0.0,-1.3406756192445755,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6012985706329346,1.0,0.1551656723022461,1,0.0,0.0,0.0,-0.46571317315101624,-1.0,0.0,-1.1397139519453048,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.39870142936706543,-1.0,0.0,-1.1196104288101196,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.8350678086280823,1.0,0.0,1,0.0,0.0,0.0,-0.16493219137191772,-1.0,0.0,-1.0494796574115752,
