step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.20670932531356812,1.0,0.0,1,0.0,0.0,0.0,-0.7932906746864319,-1.0,0.0,-1.2379872024059295,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.511557936668396,1.0,0.0,1,0.0,0.0,0.0,-0.7182672619819641,-1.0,0.0,-1.2154801785945892,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3553599417209625,1.0,0.0,1,0.0,0.0,0.0,-0.8669178783893585,-1.0,0.0,-1.2600753635168076,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9450165033340454,1.0,0.0,1,0.0,0.0,0.0,-0.5896565616130829,-1.0,0.0,-1.1768969684839248,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.11606764793395996,1.0,0.0,1,0.0,0.0,0.0,-1.0610841512680054,-1.0,0.0,-1.3183252453804015,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.04914090037345886,1.0,0.0,1,0.0,0.0,0.0,-0.16520854830741882,-1.0,0.0,-1.0495625644922257,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.1431475281715393,1.0,0.0,1,0.0,0.0,0.0,-0.19228842854499817,-1.0,0.0,-1.0576865285634995,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.1079370379447937,1.0,0.0,1,0.0,0.0,0.0,-0.251084566116333,-1.0,0.0,-1.0753253698349,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.9514248371124268,0.5229785442352295,0.7275450229644775,1,0.0,0.0,0.0,-1.0593618750572205,-1.0,0.0,-1.317808562517166,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7396643161773682,1.0,0.0,1,0.0,0.0,0.0,-1.691089153289795,-1.0,0.0,-1.5073267459869384,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.08714801073074341,1.0,0.0,1,0.0,0.0,0.0,-0.6525163054466248,-1.0,0.0,-1.1957548916339875,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.48860856890678406,1.0,0.0,1,0.0,0.0,0.0,-0.40146055817604065,-1.0,0.0,-1.120438167452812,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8479623198509216,0.910888671875,0.0,1,0.0,0.0,0.0,-0.3593537509441376,-1.0,0.0,-1.1078061252832412,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-0.15203768014907837,-1.0,0.0,-1.0456113040447235,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.02976888418197632,1.0,0.5020853281021118,1,0.0,0.0,0.0,-1.0297688841819763,-1.0,0.0,-1.308930665254593,
