step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.3547423779964447,1.0,0.0,1,0.0,0.0,0.0,-1.3547423779964447,-1.0,0.0,-1.4064227133989333,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.163474440574646,1.0,0.0,1,0.0,0.0,0.0,-0.1912679374217987,-1.0,0.0,-1.0573803812265397,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5045627355575562,1.0,0.0,1,0.0,0.0,0.0,-0.34108829498291016,-1.0,0.0,-1.1023264884948731,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.5338732004165649,0.0,1,0.0,0.0,0.0,-1.5045627355575562,-1.0,0.0,-1.4513688206672668,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2952977418899536,1.0,0.0,1,0.0,0.0,0.0,-0.7047022581100464,-1.0,0.0,-1.211410677433014,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.37069201469421387,1.0,0.0,1,0.0,0.0,0.0,-0.6659897565841675,-1.0,0.0,-1.1997969269752502,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.26946279406547546,1.0,0.0,1,0.0,0.0,0.0,-0.6401548087596893,-1.0,0.0,-1.1920464426279067,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.22479787468910217,1.0,0.0,1,0.0,0.0,0.0,-0.04466491937637329,-1.0,0.0,-1.013399475812912,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5608524680137634,1.0,0.0,1,0.0,0.0,0.0,-0.33605459332466125,-1.0,0.0,-1.1008163779973983,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.4572281241416931,1.0,0.0,1,0.0,0.0,0.0,-0.10362434387207031,-1.0,0.0,-1.031087303161621,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2989785969257355,1.0,0.5475444793701172,1,0.0,0.0,0.0,-0.15824952721595764,-1.0,0.0,-1.0474748581647872,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9170558452606201,1.0,0.0,1,0.0,0.0,0.0,-0.6180772483348846,-1.0,0.0,-1.1854231745004653,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.8611879348754883,1.0,0.0,1,0.0,0.0,0.0,-1.7782437801361084,-1.0,0.0,-1.5334731340408325,
