step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.3035849928855896,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.21053755283355713,1.0,0.048363566398620605,1,0.0,0.0,0.0,-0.09304744005203247,-1.0,0.0,-1.0279142320156098,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9841858148574829,1.0,0.0,1,0.0,0.0,0.0,-1.19472336769104,-1.0,0.0,-1.358417010307312,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3791017532348633,1.0,0.0,1,0.0,0.0,0.0,-0.6050840616226196,-1.0,0.0,-1.181525218486786,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.6208982467651367,-1.0,0.0,-1.186269474029541,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.10608810186386108,1.0,0.0,1,0.0,0.0,0.0,-0.8939118981361389,-1.0,0.0,-1.2681735694408416,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.1294928789138794,0.7008293867111206,0.0,1,0.0,0.0,0.0,-0.23558098077774048,-1.0,0.0,-1.070674294233322,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8565258979797363,1.0,0.0,1,0.0,0.0,0.0,-0.9860187768936157,-1.0,0.0,-1.2958056330680847,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6695958375930786,0.7873390913009644,0.0,1,0.0,0.0,0.0,-1.526121735572815,-1.0,0.0,-1.4578365206718444,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.6695958375930786,-1.0,0.0,-1.5008787512779236,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.13524380326271057,1.0,0.0,1,0.0,0.0,0.0,-0.8647561967372894,-1.0,0.0,-1.2594268590211868,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.2346060872077942,1.0,0.0,1,0.0,0.0,0.0,-0.36984989047050476,-1.0,0.0,-1.1109549671411514,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6312492489814758,1.0,0.0,1,0.0,0.0,0.0,-0.86585533618927,-1.0,0.0,-1.259756600856781,
