step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.2115020751953125,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7936636209487915,1.0,0.0,1,0.0,0.0,0.0,-1.005165696144104,-1.0,0.0,-1.3015497088432313,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.47013306617736816,1.0,0.0,1,0.0,0.0,0.0,-0.32353055477142334,-1.0,0.0,-1.097059166431427,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.5298669338226318,-1.0,0.0,-1.1589600801467896,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.48590534925460815,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.1319025158882141,1.0,0.0,1,0.0,0.0,0.0,-0.8680974841117859,-1.0,0.0,-1.2604292452335357,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.8680974841117859,-1.0,0.0,-1.2604292452335357,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6261361837387085,1.0,0.0,1,0.0,0.0,0.0,-1.6261361837387085,-1.0,0.0,-1.4878408551216125,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.814598023891449,1.0,0.0,1,0.0,0.0,0.0,-0.18846184015274048,-1.0,0.0,-1.0565385520458221,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.19928985834121704,1.0,0.0,1,0.0,0.0,0.0,-0.6153081655502319,-1.0,0.0,-1.1845924496650695,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.199289858341217,-1.0,0.0,-1.3597869575023651,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.8895257711410522,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3161841332912445,1.0,0.0,1,0.0,0.0,0.0,-0.6838158667087555,-1.0,0.0,-1.2051447600126266,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.6838158667087555,-1.0,0.0,-1.2051447600126266,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4123793840408325,0.8557296395301819,0.0,1,0.0,0.0,0.0,-1.4123793840408325,-1.0,0.0,-1.4237138152122497,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.08455151319503784,0.5694296360015869,0.0,1,0.0,0.0,0.0,-0.3278278708457947,-1.0,0.0,-1.0983483612537384,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.1948026418685913,1.0,0.0,1,0.0,0.0,0.0,-0.11025112867355347,-1.0,0.0,-1.0330753386020661,
