step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.13700073957443237,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9320598840713501,1.0,0.0,1,0.0,0.0,0.0,-0.0679401159286499,-1.0,0.0,-1.020382034778595,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0679401159286499,-1.0,0.0,-1.020382034778595,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.4037628173828125,1.0,0.2512319087982178,1,0.0,0.0,0.0,-0.5962371826171875,-1.0,0.0,-1.1788711547851562,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.5962371826171875,-1.0,0.0,-1.1788711547851562,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9632110595703125,1.0,0.06376141309738159,1,0.0,0.0,0.0,-0.0367889404296875,-1.0,0.0,-1.0110366821289063,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0367889404296875,-1.0,0.0,-1.0110366821289063,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.41209501028060913,1.0,0.9566404819488525,1,0.0,0.0,0.0,-0.5879049897193909,-1.0,0.0,-1.1763714969158172,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.9445655941963196,1,0.0,0.0,0.0,-0.5879049897193909,-1.0,0.0,-1.1763714969158172,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.42694342136383057,1.0,0.6355133056640625,1,0.0,0.0,0.0,-0.5730565786361694,-1.0,0.0,-1.1719169735908508,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.39046287536621094,1.0,0.5364274978637695,1,0.0,0.0,0.0,-0.03648054599761963,-1.0,0.0,-1.010944163799286,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.390462875366211,-1.0,0.0,-1.4171388626098633,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.7863643169403076,1.0,1.0,1,0.0,0.0,0.0,-1.7863643169403076,-1.0,0.0,-1.5359092950820923,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.6805615425109863,1.0,0.0,1,0.0,0.0,0.0,-0.10580277442932129,-1.0,0.0,-1.0317408323287964,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.10765683650970459,1.0,1.0,1,0.0,0.0,0.0,-0.5729047060012817,-1.0,0.0,-1.1718714118003846,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6653843522071838,1.0,0.0,1,0.0,0.0,0.0,-0.7730411887168884,-1.0,0.0,-1.2319123566150665,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.33461564779281616,-1.0,0.0,-1.1003846943378448,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.04656273126602173,1.0,1.0,1,0.0,0.0,0.0,-1.0465627312660217,-1.0,0.0,-1.3139688193798065,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.1469525396823883,1,0.0,0.0,0.0,-0.9534372687339783,-1.0,0.0,-1.2860311806201934,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.5629708170890808,1.0,1.0,1,0.0,0.0,0.0,-0.4370291829109192,-1.0,0.0,-1.1311087548732757,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3779175877571106,1.0,0.0,1,0.0,0.0,0.0,-0.9408884048461914,-1.0,0.0,-1.2822665214538573,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.20467132329940796,1,0.0,0.0,0.0,-1.3779175877571106,-1.0,0.0,-1.4133752763271332,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.3068978488445282,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
27,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.43888968229293823,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
28,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.5366373062133789,1.0,0.0,1,0.0,0.0,0.0,-0.4633626937866211,-1.0,0.0,-1.1390088081359864,
29,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6158289313316345,1.0,0.33822596073150635,1,0.0,0.0,0.0,-1.1524662375450134,-1.0,0.0,-1.345739871263504,
30,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.13018327951431274,1.0,0.0,1,0.0,0.0,0.0,-0.7460122108459473,-1.0,0.0,-1.223803663253784,
31,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.8698167204856873,-1.0,0.0,-1.260945016145706,
32,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9605656266212463,1.0,0.0,1,0.0,0.0,0.0,-0.03943437337875366,-1.0,0.0,-1.011830312013626,
33,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.03943437337875366,-1.0,0.0,-1.011830312013626,
34,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.7318422794342041,1.0,0.7234494686126709,1,0.0,0.0,0.0,-1.731842279434204,-1.0,0.0,-1.5195526838302613,
35,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.26045262813568115,1.0,0.500533401966095,1,0.0,0.0,0.0,-0.9922949075698853,-1.0,0.0,-1.2976884722709656,
36,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.7395473718643188,-1.0,0.0,-1.2218642115592957,
37,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
38,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9336057901382446,1.0,0.0,1,0.0,0.0,0.0,-0.06639420986175537,-1.0,0.0,-1.0199182629585266,
39,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.5755771994590759,1,0.0,0.0,0.0,-0.06639420986175537,-1.0,0.0,-1.0199182629585266,
40,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.1358659863471985,1.0,1.0,1,0.0,0.0,0.0,-0.8641340136528015,-1.0,0.0,-1.2592402040958404,
41,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.9408304691314697,1,0.0,0.0,0.0,-0.8641340136528015,-1.0,0.0,-1.2592402040958404,
42,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
43,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.13891053199768066,1.0,0.0,1,0.0,0.0,0.0,-0.8610894680023193,-1.0,0.0,-1.2583268404006958,
44,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.8610894680023193,-1.0,0.0,-1.2583268404006958,
45,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.25844889879226685,1.0,0.0,1,0.0,0.0,0.0,-0.7415511012077332,-1.0,0.0,-1.2224653303623199,
