step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6139242053031921,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.22515089809894562,1.0,0.0,1,0.0,0.0,0.0,-0.3887733072042465,-1.0,0.0,-1.116631992161274,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5087215900421143,1.0,0.0,1,0.0,0.0,0.0,-0.28357069194316864,-1.0,0.0,-1.0850712075829505,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.49127840995788574,-1.0,0.0,-1.1473835229873657,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.36579927802085876,0.4866926670074463,0.0,1,0.0,0.0,0.0,-0.6342007219791412,-1.0,0.0,-1.1902602165937424,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.3895535469055176,1,0.0,0.0,0.0,-0.6342007219791412,-1.0,0.0,-1.1902602165937424,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9869189262390137,1.0,0.0,1,0.0,0.0,0.0,-0.013081073760986328,-1.0,0.0,-1.0039243221282959,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.11622175574302673,1.0,0.0,1,0.0,0.0,0.0,-0.8706971704959869,-1.0,0.0,-1.2612091511487962,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.08542805910110474,1,0.0,0.0,0.0,-0.8837782442569733,-1.0,0.0,-1.265133473277092,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4811006188392639,1.0,0.0,1,0.0,0.0,0.0,-1.481100618839264,-1.0,0.0,-1.4443301856517792,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.1046937108039856,1.0,0.0,1,0.0,0.0,0.0,-0.5857943296432495,-1.0,0.0,-1.1757382988929748,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2517067790031433,1.0,0.0,1,0.0,0.0,0.0,-0.14701306819915771,-1.0,0.0,-1.0441039204597473,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.7482932209968567,-1.0,0.0,-1.224487966299057,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.13723576068878174,1.0,0.18940865993499756,1,0.0,0.0,0.0,-0.8627642393112183,-1.0,0.0,-1.2588292717933656,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.07500195503234863,1.0,0.0,1,0.0,0.0,0.0,-0.062233805656433105,-1.0,0.0,-1.01867014169693,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.436333566904068,1.0,0.0,1,0.0,0.0,0.0,-0.36133161187171936,-1.0,0.0,-1.1083994835615159,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.563666433095932,-1.0,0.0,-1.1690999299287796,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.27031397819519043,1.0,0.1553158462047577,1,0.0,0.0,0.0,-0.7296860218048096,-1.0,0.0,-1.2189058065414429,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3053499460220337,1.0,0.0,1,0.0,0.0,0.0,-0.03503596782684326,-1.0,0.0,-1.010510790348053,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.7540915012359619,0.0,1,0.0,0.0,0.0,-0.6946500539779663,-1.0,0.0,-1.2083950161933898,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7518627643585205,1.0,0.0,1,0.0,0.0,0.0,-0.2481372356414795,-1.0,0.0,-1.074441170692444,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.2481372356414795,-1.0,0.0,-1.074441170692444,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8054735660552979,0.0,0.0,1,0.0,0.0,0.0,-0.19452643394470215,-1.0,0.0,-1.0583579301834107,
