step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3009105920791626,0.0,0.25939327478408813,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.4584418833255768,1.0,0.0,1,0.0,0.0,0.0,-0.7593524754047394,-1.0,0.0,-1.2278057426214217,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.8412036895751953,0.05614827573299408,1,0.0,0.0,0.0,-0.5415581166744232,-1.0,0.0,-1.162467435002327,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6497690081596375,0.9551506638526917,0.0,1,0.0,0.0,0.0,-0.35023099184036255,-1.0,0.0,-1.1050692975521088,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.5156885981559753,1.0,0.8357641696929932,1,0.0,0.0,0.0,-0.1340804100036621,-1.0,0.0,-1.0402241230010987,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.16954238712787628,0.6244821548461914,1.0,1,0.0,0.0,0.0,-0.6852309852838516,-1.0,0.0,-1.2055692955851556,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.5268056392669678,1.0,0.0,1,0.0,0.0,0.0,-0.696348026394844,-1.0,0.0,-1.2089044079184532,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.44833624362945557,0.7563914060592651,0.0,1,0.0,0.0,0.0,-0.07846939563751221,-1.0,0.0,-1.0235408186912536,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.18140879273414612,0.9837192893028259,0.0,1,0.0,0.0,0.0,-0.6297450363636017,-1.0,0.0,-1.1889235109090805,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.8185912072658539,-1.0,0.0,-1.2455773621797561,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.3692934513092041,0.11057358235120773,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3178045451641083,0.12746337056159973,0.16615590453147888,1,0.0,0.0,0.0,-0.6821954548358917,-1.0,0.0,-1.2046586364507674,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.38222360610961914,0.7013851404190063,0.0,1,0.0,0.0,0.0,-0.06441906094551086,-1.0,0.0,-1.0193257182836533,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.36843499541282654,1.0,0.5345196723937988,1,0.0,0.0,0.0,-0.013788610696792603,-1.0,0.0,-1.0041365832090379,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.5278937816619873,0.6536180973052979,0.0,1,0.0,0.0,0.0,-0.15945878624916077,-1.0,0.0,-1.0478376358747483,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.0,0.5797612071037292,1,0.0,0.0,0.0,-1.5278937816619873,-1.0,0.0,-1.4583681344985961,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9199997186660767,0.0,0.18710142374038696,1,0.0,0.0,0.0,-0.08000028133392334,-1.0,0.0,-1.024000084400177,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.5455480813980103,0.0,0.249333918094635,1,0.0,0.0,0.0,-1.465547800064087,-1.0,0.0,-1.4396643400192262,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.34065741300582886,0.0,0.8287408947944641,1,0.0,0.0,0.0,-0.8862054944038391,-1.0,0.0,-1.2658616483211518,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.633342444896698,0.591713547706604,1.0,1,0.0,0.0,0.0,-0.9739998579025269,-1.0,0.0,-1.292199957370758,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.09295743703842163,0.9551383256912231,0.0,1,0.0,0.0,0.0,-0.7262998819351196,-1.0,0.0,-1.2178899645805359,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3281669020652771,1.0,0.2883882224559784,1,0.0,0.0,0.0,-0.42112433910369873,-1.0,0.0,-1.1263373017311096,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.5558316111564636,1.0,1,0.0,0.0,0.0,-0.6718330979347229,-1.0,0.0,-1.2015499293804168,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.0,0.7312836647033691,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8394992351531982,0.5970284938812256,0.0,1,0.0,0.0,0.0,-0.16050076484680176,-1.0,0.0,-1.0481502294540406,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3447423279285431,0.9308801889419556,0.0,1,0.0,0.0,0.0,-0.49475690722465515,-1.0,0.0,-1.1484270721673966,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.0,0.06965988874435425,1,0.0,0.0,0.0,-1.344742327928543,-1.0,0.0,-1.403422698378563,
27,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.0,0.3349578082561493,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
28,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
29,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6243902444839478,1.0,0.0,1,0.0,0.0,0.0,-0.37560975551605225,-1.0,0.0,-1.1126829266548157,
30,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.8847631216049194,1.0,1.0,1,0.0,0.0,0.0,-0.2603728771209717,-1.0,0.0,-1.0781118631362916,
31,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,-1.8847631216049194,-1.0,0.0,-1.5654289364814757,
32,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.20430630445480347,0.36234578490257263,0.0,1,0.0,0.0,0.0,-0.7956936955451965,-1.0,0.0,-1.238708108663559,
33,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.0,0.5622977018356323,1,0.0,0.0,0.0,-1.2043063044548035,-1.0,0.0,-1.3612918913364411,
34,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
35,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
36,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.6295784711837769,1.0,1.0,1,0.0,0.0,0.0,-1.6295784711837769,-1.0,0.0,-1.488873541355133,
37,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.9841312766075134,1.0,0.0,1,0.0,0.0,0.0,-1.6137097477912903,-1.0,0.0,-1.4841129243373872,
38,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3705195188522339,0.5205901265144348,0.0,1,0.0,0.0,0.0,-1.3546507954597473,-1.0,0.0,-1.4063952386379241,
39,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.41322535276412964,1.0,0.4944629967212677,1,0.0,0.0,0.0,-0.7837448716163635,-1.0,0.0,-1.2351234614849091,
40,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.1833820790052414,0.23928967118263245,1,0.0,0.0,0.0,-1.4132253527641296,-1.0,0.0,-1.423967605829239,
41,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.8904628753662109,0.0,0.0,1,0.0,0.0,0.0,-1.890462875366211,-1.0,0.0,-1.5671388626098632,
42,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.041168421506881714,0.8740813732147217,0.39324477314949036,1,0.0,0.0,0.0,-0.9316312968730927,-1.0,0.0,-1.2794893890619279,
43,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-1.0411684215068817,-1.0,0.0,-1.3123505264520645,
44,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3994148373603821,1.0,0.2256391942501068,1,0.0,0.0,0.0,-0.6005851626396179,-1.0,0.0,-1.1801755487918855,
45,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.23522067070007324,1.0,0.6808923482894897,1,0.0,0.0,0.0,-0.6346355080604553,-1.0,0.0,-1.1903906524181367,
46,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3476230502128601,1.0,1.0,1,0.0,0.0,0.0,-0.11240237951278687,-1.0,0.0,-1.033720713853836,
47,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.42000168561935425,0.00224362313747406,1,0.0,0.0,0.0,-1.34762305021286,-1.0,0.0,-1.404286915063858,
48,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.5311340093612671,1.0,0.0,1,0.0,0.0,0.0,-1.531134009361267,-1.0,0.0,-1.4593402028083802,
49,-0.0112391,0.00373632,5.65688e-05,0.333334,6351.65,0.0,-0.6266078352928162,0.7075333595275879,1.0,1,-0.011238782090817407,0.0,0.0,-1.1577418446540833,-1.0,0.0,-1.3585613354870425,
50,-0.0189888,0.008823,-6.35942e-05,0.333334,6351.65,-0.000488281,-1.0,1.0,0.0,1,-0.01898819617283046,0.0,0.0,-0.37339216470718384,-1.0,0.0,-1.1310058455849856,
51,0.136555,0.0548224,1.60376e-05,0.333345,6351.65,-0.000488281,0.42013445496559143,1.0,0.0,1,0.13655390497520478,0.0,0.0,-1.4201344549655914,-1.0,0.0,-1.2894864315144727,
52,0.31179,0.00558783,2.93891e-05,0.333345,6351.65,0.000488281,-1.0,0.2594403922557831,0.0,1,0.31178541825160666,0.0,0.0,-1.4201344549655914,-1.0,0.0,-1.1142549182380708,
53,0.547495,-0.0361997,8.94705e-05,0.333345,6351.65,0.00292969,-0.3708544075489044,0.24584972858428955,0.0,1,0.5474705054829933,0.0,0.0,-0.6291455924510956,-1.0,0.0,-0.6412731722523354,
54,1.27968,-0.0258251,0.000159089,0.333345,6351.66,0.00732422,1.0,1.0,0.05848896503448486,1,1.2795781923007608,0.0,0.0,-1.3708544075489044,-1.0,0.0,-0.13167812996391048,
55,0.900667,0.00266964,0.000126187,0.333345,6351.67,0.0136719,-0.7701390385627747,1.0,0.5262820720672607,1,0.9006101665960544,0.0,0.0,-1.7701390385627747,-1.0,0.0,-0.630431544972778,
56,1.67123,-0.175563,0.000584428,0.333253,6351.67,0.0209961,-0.8643432259559631,1.0,0.0,1,1.6707413578151986,0.0,0.0,-0.09420418739318848,-1.0,0.0,0.6424801015972421,
57,2.26344,-0.325834,0.00151092,0.333009,6351.68,0.0322266,-1.0,0.7730051279067993,0.0,1,2.261727478688588,0.0,0.0,-0.13565677404403687,-1.0,0.0,1.221030446475377,
58,3.02166,-0.324197,0.00283605,0.332704,6351.7,0.0473633,-0.31478944420814514,0.749491274356842,0.0,1,3.017363064453492,0.0,0.0,-0.6852105557918549,-1.0,0.0,1.8117998977159355,
59,3.05561,-0.214472,0.00381786,0.33246,6351.72,0.0639648,-0.4526083469390869,0.0,0.0,1,3.0497547992302843,0.0,0.0,-0.13781890273094177,-1.0,0.0,2.0084091284110017,
60,3.12291,-0.0585973,0.00438434,0.332297,6351.73,0.0825195,1.0,0.11178553104400635,0.0,1,3.116034057395265,0.0,0.0,-1.452608346939087,-1.0,0.0,1.6802515533135387,
61,3.46843,-0.186251,0.00491792,0.332165,6351.75,0.101074,-0.9871586561203003,0.39056697487831116,0.0,1,3.4598593602159657,0.0,0.0,-1.9871586561203003,-1.0,0.0,1.8637117633798757,
62,3.75597,-0.0932528,0.00541002,0.332002,6351.77,0.121094,0.9038351774215698,0.3237113952636719,0.0,1,3.74575514782582,0.0,0.0,-1.8909938335418701,-1.0,0.0,2.178456997763259,
63,3.79429,0.12136,0.0051964,0.332012,6351.79,0.14209,1.0,0.0,0.0,1,3.7843804924076223,0.0,0.0,-0.09616482257843018,-1.0,0.0,2.7555310456340933,
64,3.6608,0.305455,0.00408203,0.332205,6351.81,0.162598,1.0,0.0,0.0,1,3.6532977731822713,0.0,0.0,-0.0,-1.0,0.0,2.6532977731822713,
65,3.19523,0.179222,0.0031026,0.33246,6351.83,0.182129,-0.4548792541027069,1.0,0.9670015573501587,1,3.19025786882123,0.0,0.0,-1.454879254102707,-1.0,0.0,1.753794092590418,
66,3.09366,0.0361945,0.00282938,0.332521,6351.85,0.19873,0.05425599589943886,0.0,0.0,1,3.089271053002972,0.0,0.0,-0.5091352500021458,-1.0,0.0,1.9365304780023282,
67,3.59828,-0.072106,0.00324279,0.33249,6351.87,0.217285,-1.0,0.962485671043396,0.0,1,3.5924268578480545,0.0,0.0,-1.0542559958994389,-1.0,0.0,2.2761500590782227,
68,3.92547,-0.351287,0.00456506,0.332277,6351.89,0.23877,-0.9034177660942078,0.0,0.0,1,3.916469125201165,0.0,0.0,-0.09658223390579224,-1.0,0.0,2.8874944550294277,
69,4.60829,-0.286749,0.00569374,0.331961,6351.91,0.261719,-0.28842291235923767,1.0,0.0,1,4.595096171205572,0.0,0.0,-0.6149948537349701,-1.0,0.0,3.410597715085081,
70,5.49809,-0.220225,0.006347,0.331727,6351.94,0.290039,-0.23413345217704773,1.0,0.0,1,5.4805311852517224,0.0,0.0,-0.05428946018218994,-1.0,0.0,4.464244347197066,
71,5.56384,0.0151598,0.00660116,0.331595,6351.97,0.320801,0.5922717452049255,0.0,0.0,1,5.545355011745777,0.0,0.0,-0.8264051973819733,-1.0,0.0,4.297433452531185,
72,5.5123,0.328264,0.00549823,0.331748,6352.01,0.354492,0.39952024817466736,0.0,0.0,1,5.497062810063372,0.0,0.0,-0.19275149703025818,-1.0,0.0,4.439237360954294,
73,5.33554,0.228176,0.00438482,0.332002,6352.04,0.384766,-0.3646770715713501,1.0,0.6525245904922485,1,5.323791054044755,0.0,0.0,-0.7641973197460175,-1.0,0.0,4.09453185812095,
74,5.60932,-0.0669454,0.0045746,0.332063,6352.07,0.414551,-1.0,1.0,0.0,1,5.59643115419372,0.0,0.0,-0.6353229284286499,-1.0,0.0,4.405834275665125,
75,5.72195,-0.018255,0.00513202,0.331961,6352.1,0.446289,0.2558723986148834,0.0,0.0,1,5.707192132397594,0.0,0.0,-1.2558723986148834,-1.0,0.0,4.330430412813129,
76,6.51618,-0.170872,0.00561029,0.33188,6352.13,0.480469,-0.9001282453536987,0.9179376363754272,0.0,1,6.497798716875767,0.0,0.0,-1.1560006439685822,-1.0,0.0,5.1509985236851925,
77,5.34205,-0.169148,0.00638706,0.331677,6352.17,0.51416,0.25981298089027405,0.0,1.0,1,5.324881156202097,0.0,0.0,-1.1599412262439728,-1.0,0.0,3.9768987883289055,
78,4.71463,0.227366,0.00597459,0.331636,6352.19,0.541016,0.4864449203014374,0.0,0.0,1,4.700461947344461,0.0,0.0,-0.22663193941116333,-1.0,0.0,3.632472365521112,
79,5.24661,0.520111,0.0042308,0.331972,6352.22,0.568848,1.0,0.5590226054191589,0.0,1,5.235464398096216,0.0,0.0,-0.5135550796985626,-1.0,0.0,4.0813978741866475,
80,5.91711,0.443709,0.00226337,0.33244,6352.25,0.600098,-0.8774909973144531,0.7308787107467651,0.0,1,5.910398544878461,0.0,0.0,-1.8774909973144531,-1.0,0.0,4.347151245684126,
81,6.72115,0.197355,0.00144846,0.332714,6352.29,0.634766,-1.0,1.0,0.0,1,6.7162752926302405,0.0,0.0,-0.12250900268554688,-1.0,0.0,5.679522591824576,
82,6.74885,0.328033,0.000471894,0.332928,6352.32,0.672852,1.0,0.0,0.0,1,6.747256877717884,0.0,0.0,-2.0,-1.0,0.0,5.147256877717885,
