step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8878475427627563,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.8846946954727173,1.0,0.0,1,0.0,0.0,0.0,-1.7725422382354736,-1.0,0.0,-1.531762671470642,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.06823956966400146,0.6192876100540161,0.0,1,0.0,0.0,0.0,-0.9529342651367188,-1.0,0.0,-1.2858802795410156,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.9317604303359985,-1.0,0.0,-1.2795281291007996,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.1671200543642044,1.0,0.0,1,0.0,0.0,0.0,-0.8328799456357956,-1.0,0.0,-1.2498639836907386,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5032166242599487,1.0,0.0,1,0.0,0.0,0.0,-0.6703366786241531,-1.0,0.0,-1.201101003587246,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.5032166242599487,-1.0,0.0,-1.4509649872779846,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2957266569137573,1.0,0.0,1,0.0,0.0,0.0,-0.7042733430862427,-1.0,0.0,-1.2112820029258728,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.7042733430862427,-1.0,0.0,-1.2112820029258728,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.32909470796585083,1.0,0.0,1,0.0,0.0,0.0,-0.6709052920341492,-1.0,0.0,-1.2012715876102447,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9627964496612549,0.4697917699813843,0.0,1,0.0,0.0,0.0,-0.633701741695404,-1.0,0.0,-1.1901105225086213,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3480057120323181,1.0,0.0,1,0.0,0.0,0.0,-0.6147907376289368,-1.0,0.0,-1.1844372212886811,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3975927233695984,0.0,0.0,1,0.0,0.0,0.0,-0.04958701133728027,-1.0,0.0,-1.0148761034011842,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-1.3975927233695984,-1.0,0.0,-1.4192778170108795,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.568392276763916,1.0,0.0,1,0.0,0.0,0.0,-0.431607723236084,-1.0,0.0,-1.1294823169708252,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.4986097812652588,1.0,0.0,1,0.0,0.0,0.0,-1.0670020580291748,-1.0,0.0,-1.3201006174087524,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.9570188522338867,0.0,1,0.0,0.0,0.0,-0.5013902187347412,-1.0,0.0,-1.1504170656204225,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5762475728988647,0.0,0.28737306594848633,1,0.0,0.0,0.0,-0.42375242710113525,-1.0,0.0,-1.1271257281303406,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.42375242710113525,-1.0,0.0,-1.1271257281303406,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.9033657908439636,1.0,0.0,1,0.0,0.0,0.0,-1.9033657908439636,-1.0,0.0,-1.571009737253189,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.3286057710647583,0.038848280906677246,1,0.0,0.0,0.0,-1.9033657908439636,-1.0,0.0,-1.571009737253189,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.14348536729812622,1.0,0.11487323045730591,1,0.0,0.0,0.0,-1.1434853672981262,-1.0,0.0,-1.343045610189438,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9279422163963318,0.6808720827102661,0.0,1,0.0,0.0,0.0,-1.071427583694458,-1.0,0.0,-1.3214282751083375,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.9041014909744263,0.0,1,0.0,0.0,0.0,-0.07205778360366821,-1.0,0.0,-1.0216173350811004,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
27,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
28,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
29,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
30,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8523362874984741,0.3190823793411255,0.0,1,0.0,0.0,0.0,-0.14766371250152588,-1.0,0.0,-1.0442991137504578,
31,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.14766371250152588,-1.0,0.0,-1.0442991137504578,
32,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7817763090133667,0.9607264399528503,0.0,1,0.0,0.0,0.0,-0.2182236909866333,-1.0,0.0,-1.06546710729599,
33,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.734478235244751,1,0.0,0.0,0.0,-0.2182236909866333,-1.0,0.0,-1.06546710729599,
34,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.0190163254737854,0.41477763652801514,0.33892834186553955,1,0.0,0.0,0.0,-0.9809836745262146,-1.0,0.0,-1.2942951023578644,
35,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.03056776523590088,1.0,0.0,1,0.0,0.0,0.0,-0.04958409070968628,-1.0,0.0,-1.0148752272129058,
36,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.49536916613578796,1.0,0.0,1,0.0,0.0,0.0,-0.5259369313716888,-1.0,0.0,-1.1577810794115067,
37,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5526052117347717,1.0,0.0,1,0.0,0.0,0.0,-1.0479743778705597,-1.0,0.0,-1.314392313361168,
38,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.5526052117347717,-1.0,0.0,-1.4657815635204314,
39,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.48077192902565,0.7339451313018799,0.0,1,0.0,0.0,0.0,-0.51922807097435,-1.0,0.0,-1.155768421292305,
40,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.51922807097435,-1.0,0.0,-1.155768421292305,
41,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9162700176239014,1.0,0.0,1,0.0,0.0,0.0,-0.08372998237609863,-1.0,0.0,-1.0251189947128296,
42,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.08372998237609863,-1.0,0.0,-1.0251189947128296,
43,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.10591834783554077,0.748732328414917,0.0,1,0.0,0.0,0.0,-1.1059183478355408,-1.0,0.0,-1.3317755043506623,
44,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.1059183478355408,-1.0,0.0,-1.3317755043506623,
45,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6260232925415039,1.0,0.0,1,0.0,0.0,0.0,-0.3739767074584961,-1.0,0.0,-1.1121930122375487,
46,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.7417553067207336,1.0,0.0,1,0.0,0.0,0.0,-1.3677785992622375,-1.0,0.0,-1.4103335797786714,
47,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.04307347536087036,1.0,0.0,1,0.0,0.0,0.0,-0.784828782081604,-1.0,0.0,-1.2354486346244813,
48,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.032627761363983154,1.0,0.0,1,0.0,0.0,0.0,-0.07570123672485352,-1.0,0.0,-1.022710371017456,
49,0.198791,-0.00494568,6.02404e-06,0.333334,6351.65,0.000488281,0.0,-0.48074063658714294,1.0,0.0,1,0.19879040123392522,0.0,0.0,-0.5133683979511261,-1.0,0.0,-0.9552201181514126,
50,0.175279,-0.0287088,9.90073e-05,0.333334,6351.65,0.00195313,0.0,-1.0,0.3405400514602661,0.0,1,0.1752703221906644,0.0,0.0,-0.5192593634128571,-1.0,0.0,-0.9805074868331927,
51,0.194784,-0.00780454,0.000159089,0.333334,6351.65,0.00292969,0.0,0.7092922329902649,1.0,0.0,1,0.19476850353925307,0.0,0.0,-1.709292232990265,-1.0,0.0,-1.3180191663578265,
52,0.998848,-0.0901825,0.000434224,0.333294,6351.66,0.00585938,0.0,-0.9982603192329407,1.0,0.0,1,0.9986310439532043,0.0,0.0,-1.7075525522232056,-1.0,0.0,-0.5136347217137573,
53,1.83546,-0.108346,0.00085241,0.333192,6351.67,0.0141602,0.0,0.5083115100860596,1.0,0.0,1,1.83467705104028,0.0,0.0,-1.5065718293190002,-1.0,0.0,0.3827055022445798,
54,2.6942,-0.0248172,0.00103313,0.333131,6351.68,0.0268555,0.0,0.9354774355888367,1.0,0.0,1,2.6928068329872876,0.0,0.0,-0.4271659255027771,-1.0,0.0,1.5646570553364545,
55,3.59977,0.138798,0.000595872,0.333182,6351.7,0.0449219,0.0,1.0,1.0,0.0,1,3.5986968599154063,0.0,0.0,-0.06452256441116333,-1.0,0.0,2.579340090592057,
56,4.49595,0.259556,-0.000426944,0.333375,6351.72,0.0673828,0.0,0.4003518521785736,1.0,0.0,1,4.4949898308272305,0.0,0.0,-0.5996481478214264,-1.0,0.0,3.3150953864808024,
57,5.40572,0.134011,-0.00116509,0.333558,6351.75,0.0957031,0.0,-0.13117431104183197,1.0,0.0,1,5.402567256599483,0.0,0.0,-0.5315261632204056,-1.0,0.0,4.243109407633361,
