step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.426663339138031,1.0,0.12047320604324341,1,0.0,0.0,0.0,-1.426663339138031,-1.0,0.0,-1.4279990017414093,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6254867911338806,1.0,0.0,1,0.0,0.0,0.0,-1.0521501302719116,-1.0,0.0,-1.3156450390815735,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.3745132088661194,-1.0,0.0,-1.1123539626598358,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.3430565297603607,1.0,0.0,1,0.0,0.0,0.0,-0.6569434702396393,-1.0,0.0,-1.1970830410718918,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.28714650869369507,1.0,0.0,1,0.0,0.0,0.0,-0.05591002106666565,-1.0,0.0,-1.0167730063199998,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2892273962497711,1.0,0.0,1,0.0,0.0,0.0,-0.00208088755607605,-1.0,0.0,-1.0006242662668228,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.12644708156585693,1.0,0.0,1,0.0,0.0,0.0,-0.41567447781562805,-1.0,0.0,-1.1247023433446883,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.0,0.0,1,0.0,0.0,0.0,-1.126447081565857,-1.0,0.0,-1.3379341244697571,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5918214321136475,1.0,0.0,1,0.0,0.0,0.0,-0.40817856788635254,-1.0,0.0,-1.1224535703659058,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6482404470443726,1.0,0.0,1,0.0,0.0,0.0,-0.0564190149307251,-1.0,0.0,-1.0169257044792175,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.35175955295562744,-1.0,0.0,-1.1055278658866883,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.822282612323761,1.0,0.0,1,0.0,0.0,0.0,-1.822282612323761,-1.0,0.0,-1.5466847836971283,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.37375351786613464,1.0,0.0,1,0.0,0.0,0.0,-1.1960361301898956,-1.0,0.0,-1.3588108390569686,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8051580786705017,1.0,0.0,1,0.0,0.0,0.0,-0.43140456080436707,-1.0,0.0,-1.1294213682413101,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.6366070508956909,0.0,1,0.0,0.0,0.0,-0.1948419213294983,-1.0,0.0,-1.0584525763988495,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.27117329835891724,0.4588193893432617,0.0,1,0.0,0.0,0.0,-1.2711732983589172,-1.0,0.0,-1.3813519895076751,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4002540111541748,1.0,0.0,1,0.0,0.0,0.0,-0.12908071279525757,-1.0,0.0,-1.0387242138385773,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5530229210853577,1.0,0.12003350257873535,1,0.0,0.0,0.0,-0.9532769322395325,-1.0,0.0,-1.2859830796718597,
