step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.7729555368423462,1.0,0.0,1,0.0,0.0,0.0,-1.7729555368423462,-1.0,0.0,-1.5318866610527038,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.00039905309677124023,1.0,0.0,1,0.0,0.0,0.0,-0.772556483745575,-1.0,0.0,-1.2317669451236726,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.44551312923431396,1.0,0.7901616096496582,1,0.0,0.0,0.0,-0.4459121823310852,-1.0,0.0,-1.1337736546993256,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.970684289932251,1.0,0.0,1,0.0,0.0,0.0,-1.416197419166565,-1.0,0.0,-1.4248592257499695,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9315020442008972,1.0,0.0,1,0.0,0.0,0.0,-1.9021863341331482,-1.0,0.0,-1.5706559002399443,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.880948543548584,1.0,0.0,1,0.0,0.0,0.0,-1.8124505877494812,-1.0,0.0,-1.5437351763248444,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6984626650810242,0.9911967515945435,0.0,1,0.0,0.0,0.0,-0.18248587846755981,-1.0,0.0,-1.054745763540268,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.6984626650810242,-1.0,0.0,-1.5095387995243073,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.23834353685379028,1.0,0.0,1,0.0,0.0,0.0,-0.7616564631462097,-1.0,0.0,-1.228496938943863,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9298490881919861,1.0,0.0,1,0.0,0.0,0.0,-1.1681926250457764,-1.0,0.0,-1.350457787513733,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.07015091180801392,-1.0,0.0,-1.0210452735424043,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.2901894152164459,1.0,0.0,1,0.0,0.0,0.0,-0.7098105847835541,-1.0,0.0,-1.2129431754350661,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.17993146181106567,1.0,0.0,1,0.0,0.0,0.0,-0.11025795340538025,-1.0,0.0,-1.033077386021614,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.4889075756072998,0.0,1,0.0,0.0,0.0,-0.8200685381889343,-1.0,0.0,-1.2460205614566804,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.028422534465789795,1.0,0.0,1,0.0,0.0,0.0,-1.0284225344657898,-1.0,0.0,-1.308526760339737,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6660952568054199,0.7965604066848755,0.0,1,0.0,0.0,0.0,-0.6945177912712097,-1.0,0.0,-1.208355337381363,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.3339047431945801,-1.0,0.0,-1.1001714229583741,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7669203281402588,1.0,0.0,1,0.0,0.0,0.0,-0.2330796718597412,-1.0,0.0,-1.0699239015579223,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.2330796718597412,-1.0,0.0,-1.0699239015579223,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6903368234634399,1.0,0.0,1,0.0,0.0,0.0,-0.30966317653656006,-1.0,0.0,-1.092898952960968,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6114971041679382,1.0,0.0,1,0.0,0.0,0.0,-0.07883971929550171,-1.0,0.0,-1.0236519157886506,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5778805613517761,1.0,0.0,1,0.0,0.0,0.0,-1.1893776655197144,-1.0,0.0,-1.3568132996559144,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.5817897319793701,1.0,0.0,1,0.0,0.0,0.0,-1.1596702933311462,-1.0,0.0,-1.3479010879993438,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4821929335594177,1.0,0.0,1,0.0,0.0,0.0,-1.0639826655387878,-1.0,0.0,-1.3191947996616364,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.4821929335594177,-1.0,0.0,-1.4446578800678254,
27,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.06634986400604248,0.43814265727996826,0.0,1,0.0,0.0,0.0,-1.0663498640060425,-1.0,0.0,-1.3199049592018128,
28,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6193962097167969,0.39727962017059326,0.0,1,0.0,0.0,0.0,-0.5530463457107544,-1.0,0.0,-1.1659139037132262,
29,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.907536506652832,1.0,0.0,1,0.0,0.0,0.0,-1.526932716369629,-1.0,0.0,-1.4580798149108887,
30,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.09246349334716797,-1.0,0.0,-1.0277390480041504,
31,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4527488350868225,1.0,0.0,1,0.0,0.0,0.0,-1.4527488350868225,-1.0,0.0,-1.4358246505260468,
32,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.805345892906189,0.8787482976913452,0.24433782696723938,1,0.0,0.0,0.0,-1.2580947279930115,-1.0,0.0,-1.3774284183979035,
33,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.012789547443389893,1.0,0.0,1,0.0,0.0,0.0,-0.8181354403495789,-1.0,0.0,-1.2454406321048737,
