step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.42889323830604553,0.7741232514381409,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.7500108480453491,1.0,0.0,1,0.0,0.0,0.0,-0.3211176097393036,-1.0,0.0,-1.0963352829217912,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.1521940529346466,0.0,0.0,1,0.0,0.0,0.0,-0.9022049009799957,-1.0,0.0,-1.2706614702939987,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.6576099991798401,0.681614100933075,0.0,1,0.0,0.0,0.0,-0.8098040521144867,-1.0,0.0,-1.242941215634346,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.7890981435775757,0.41643404960632324,1,0.0,0.0,0.0,-0.3423900008201599,-1.0,0.0,-1.102717000246048,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.477816104888916,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.7999985814094543,1.0,0.0,1,0.0,0.0,0.0,-0.20000141859054565,-1.0,0.0,-1.0600004255771638,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.575658917427063,0.0,1,0.0,0.0,0.0,-0.20000141859054565,-1.0,0.0,-1.0600004255771638,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.09728842228651047,1.0,1.0,1,0.0,0.0,0.0,-0.9027115777134895,-1.0,0.0,-1.2708134733140468,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.42655372619628906,1,0.0,0.0,0.0,-0.9027115777134895,-1.0,0.0,-1.2708134733140468,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.5584038496017456,0.5762471556663513,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.47964534163475037,1.0,0.0,1,0.0,0.0,0.0,-1.4796453416347504,-1.0,0.0,-1.4438936024904252,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.34497717022895813,0.9070969223976135,0.0,1,0.0,0.0,0.0,-0.13466817140579224,-1.0,0.0,-1.0404004514217378,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8401593565940857,1.0,0.0,1,0.0,0.0,0.0,-0.49518218636512756,-1.0,0.0,-1.1485546559095383,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.773134708404541,0.713507890701294,0.0,1,0.0,0.0,0.0,-0.06702464818954468,-1.0,0.0,-1.0201073944568635,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.2679896950721741,0.0,0.0,1,0.0,0.0,0.0,-1.041124403476715,-1.0,0.0,-1.3123373210430145,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.7784668207168579,1.0,0.0,1,0.0,0.0,0.0,-1.046456515789032,-1.0,0.0,-1.3139369547367097,
