step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.27493610978126526,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.010753704234957695,0.0,0.0,1,0.0,0.0,0.0,-0.26418240554630756,-1.0,0.0,-1.0792547216638924,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.5869752168655396,1.0,0.0,1,0.0,0.0,0.0,-0.5977289211004972,-1.0,0.0,-1.179318676330149,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.3054826259613037,1,0.0,0.0,0.0,-1.5869752168655396,-1.0,0.0,-1.476092565059662,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.5980290174484253,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.7169853448867798,1.0,0.0,1,0.0,0.0,0.0,-0.2830146551132202,-1.0,0.0,-1.084904396533966,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3775930404663086,1.0,0.14870786666870117,1,0.0,0.0,0.0,-0.3393923044204712,-1.0,0.0,-1.1018176913261413,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.7214012145996094,1.0,0.3397378921508789,1,0.0,0.0,0.0,-0.3438081741333008,-1.0,0.0,-1.1031424522399902,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8682800531387329,0.7974416017532349,0.0,1,0.0,0.0,0.0,-0.14687883853912354,-1.0,0.0,-1.044063651561737,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.1317199468612671,-1.0,0.0,-1.03951598405838,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.6,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.33387109637260437,1.0,0.0,1,0.0,0.0,0.0,-0.6661289036273956,-1.0,0.0,-1.1998386710882187,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.18865925073623657,1,0.0,0.0,0.0,-1.3338710963726044,-1.0,0.0,-1.4001613289117814,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3372460603713989,1.0,0.0,1,0.0,0.0,0.0,-1.337246060371399,-1.0,0.0,-1.4011738181114197,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.016059838235378265,0.0,0.06998565793037415,1,0.0,0.0,0.0,-0.3533058986067772,-1.0,0.0,-1.1059917695820332,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.8719866871833801,0.0,1,0.0,0.0,0.0,-0.9839401617646217,-1.0,0.0,-1.2951820485293866,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.3397296071052551,1.0,0.0,1,0.0,0.0,0.0,-0.6602703928947449,-1.0,0.0,-1.1980811178684234,
