step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.605292022228241,1.0,0.0,1,0.0,0.0,0.0,-1.605292022228241,-1.0,0.0,-1.4815876066684723,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.09889267385005951,1.0,0.0,1,0.0,0.0,0.0,-0.5063993483781815,-1.0,0.0,-1.1519198045134544,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6758130192756653,1.0,0.0,1,0.0,0.0,0.0,-0.7747056931257248,-1.0,0.0,-1.2324117079377175,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.26337185502052307,1.0,0.0,1,0.0,0.0,0.0,-0.9391848742961884,-1.0,0.0,-1.2817554622888565,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.5079070329666138,1.0,0.0,1,0.0,0.0,0.0,-0.2445351779460907,-1.0,0.0,-1.0733605533838273,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.9147965312004089,0.13753962516784668,0.0,1,0.0,0.0,0.0,-1.4227035641670227,-1.0,0.0,-1.4268110692501068,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.08634534478187561,1.0,0.0,1,0.0,0.0,0.0,-1.0011418759822845,-1.0,0.0,-1.3003425627946854,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.4042905867099762,1.0,0.0,1,0.0,0.0,0.0,-0.3179452419281006,-1.0,0.0,-1.0953835725784302,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.03719106316566467,1.0,0.0,1,0.0,0.0,0.0,-0.44148164987564087,-1.0,0.0,-1.1324444949626922,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.3767249584197998,1.0,0.01045161485671997,1,0.0,0.0,0.0,-0.4139160215854645,-1.0,0.0,-1.1241748064756394,
