step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.25711965560913086,0.0,0.0,1,0.0,0.0,0.0,-0.7428803443908691,-1.0,0.0,-1.2228641033172607,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8383805751800537,0.9600903987884521,0.0,1,0.0,0.0,0.0,-0.5812609195709229,-1.0,0.0,-1.1743782758712769,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7070447206497192,1.0,0.0,1,0.0,0.0,0.0,-0.13133585453033447,-1.0,0.0,-1.0394007563591003,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.13543790578842163,1,0.0,0.0,0.0,-0.29295527935028076,-1.0,0.0,-1.0878865838050842,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.8853387832641602,0.019890427589416504,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.45978105068206787,0.5808117389678955,0.0,1,0.0,0.0,0.0,-1.4597810506820679,-1.0,0.0,-1.4379343152046205,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6466226577758789,1.0,0.0,1,0.0,0.0,0.0,-1.1064037084579468,-1.0,0.0,-1.331921112537384,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.17930471897125244,1.0,0.0,1,0.0,0.0,0.0,-0.8259273767471313,-1.0,0.0,-1.2477782130241395,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6653296947479248,1.0,0.020029306411743164,1,0.0,0.0,0.0,-0.8446344137191772,-1.0,0.0,-1.2533903241157531,
