step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.9448364973068237,1.0,0.0,1,0.0,0.0,0.0,-1.9448364973068237,-1.0,0.0,-1.5834509491920472,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.36977195739746094,1.0,0.0,1,0.0,0.0,0.0,-1.3146084547042847,-1.0,0.0,-1.3943825364112854,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-1.369771957397461,-1.0,0.0,-1.4109315872192383,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8679715991020203,1.0,0.0,1,0.0,0.0,0.0,-1.8679715991020203,-1.0,0.0,-1.560391479730606,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.13202840089797974,-1.0,0.0,-1.0396085202693939,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.3855273425579071,1.0,0.0,1,0.0,0.0,0.0,-1.385527342557907,-1.0,0.0,-1.415658202767372,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.7471753358840942,1.0,0.0,1,0.0,0.0,0.0,-1.1327026784420013,-1.0,0.0,-1.3398108035326004,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.25282466411590576,-1.0,0.0,-1.0758473992347717,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.914029061794281,1.0,0.0,1,0.0,0.0,0.0,-1.914029061794281,-1.0,0.0,-1.5742087185382843,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.914029061794281,-1.0,0.0,-1.5742087185382843,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.27769893407821655,1.0,0.0,1,0.0,0.0,0.0,-0.7223010659217834,-1.0,0.0,-1.216690319776535,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.06378293037414551,0.6710642576217651,0.0,1,0.0,0.0,0.0,-0.34148186445236206,-1.0,0.0,-1.1024445593357086,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.0637829303741455,-1.0,0.0,-1.3191348791122437,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
19,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.19485336542129517,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
20,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8739885091781616,1.0,0.0,1,0.0,0.0,0.0,-0.12601149082183838,-1.0,0.0,-1.0378034472465516,
21,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.12601149082183838,-1.0,0.0,-1.0378034472465516,
22,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.8822379112243652,0.8509619235992432,0.452003538608551,1,0.0,0.0,0.0,-0.11776208877563477,-1.0,0.0,-1.0353286266326904,
23,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.6730339527130127,1.0,0.0,1,0.0,0.0,0.0,-0.20920395851135254,-1.0,0.0,-1.0627611875534058,
24,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.053071439266204834,1.0,0.0,1,0.0,0.0,0.0,-0.7261053919792175,-1.0,0.0,-1.2178316175937653,
25,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.38043197989463806,0.0,0.0,1,0.0,0.0,0.0,-0.4335034191608429,-1.0,0.0,-1.1300510257482528,
26,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.6195680201053619,-1.0,0.0,-1.1858704060316085,
27,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.4704928994178772,0.8218526840209961,0.0,1,0.0,0.0,0.0,-0.5295071005821228,-1.0,0.0,-1.1588521301746368,
28,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.5295071005821228,-1.0,0.0,-1.1588521301746368,
29,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,0.6047074198722839,0.0,0.011937260627746582,1,0.0,0.0,0.0,-1.604707419872284,-1.0,0.0,-1.481412225961685,
30,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-1.604707419872284,-1.0,0.0,-1.481412225961685,
31,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.48737484216690063,0.0,0.0,1,0.0,0.0,0.0,-0.5126251578330994,-1.0,0.0,-1.1537875473499297,
32,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.5126251578330994,-1.0,0.0,-1.1537875473499297,
33,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.22077998518943787,1.0,0.35966426134109497,1,0.0,0.0,0.0,-0.7792200148105621,-1.0,0.0,-1.2337660044431686,
34,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-0.33267301321029663,1.0,0.0,1,0.0,0.0,0.0,-0.11189302802085876,-1.0,0.0,-1.0335679084062577,
35,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,0.32250046730041504,0.0,1,0.0,0.0,0.0,-0.6673269867897034,-1.0,0.0,-1.200198096036911,
36,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
37,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.0,-1.0,1.0,0.2300547957420349,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
