step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_recovery,r_time,r_terminal,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.0,-1.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.23721536993980408,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7627846300601959,-0.0,0.016671950000000102,-1.0,0.0,-1.2212408197805824,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.5722970366477966,0.010547041893005371,1,-0.009092603003111566,1.522224058775e-05,-1.237215369939804,-0.0,0.016671950000000102,-1.0,0.0,-1.363570041744465,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,0.6245495080947876,0.0,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,0.016671950000000102,-1.0,0.0,-1.5924054307625237,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.23106178641319275,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7689382135868073,-0.0,0.016671950000000102,-1.0,0.0,-1.2230868948385658,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.4031335115432739,0.3387911319732666,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6341952979564667,-0.0,0.016671950000000102,-1.0,0.0,-1.1826640201494638,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.403133511543274,-0.0,0.016671950000000102,-1.0,0.0,-1.413345484225506,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.09520670771598816,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.0952067077159882,-0.0,0.016671950000000102,-1.0,0.0,-1.3209674430773202,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7094309329986572,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8046376407146454,-0.0,0.016671950000000102,-1.0,0.0,-1.2337967229769173,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.7094309329986572,-0.0,0.016671950000000102,-1.0,0.0,-1.505234710662121,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.37348663806915283,0.10131579637527466,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,0.016671950000000102,-1.0,0.0,-0.9924054307625237,
