step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.48859578371047974,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.48787564039230347,0.11898815631866455,0.0,1,0.0,0.0,0.0,-0.0007201433181762695,-1.0,0.0,-1.000216042995453,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.3703809082508087,0.48680269718170166,0.0,1,0.0,0.0,0.0,-0.8582565486431122,-1.0,0.0,-1.2574769645929336,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.4213046431541443,1.0,0.0,1,0.0,0.0,0.0,-0.05092373490333557,-1.0,0.0,-1.0152771204710007,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.1689852923154831,1.0,0.0,1,0.0,0.0,0.0,-0.2523193508386612,-1.0,0.0,-1.0756958052515984,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.4485470652580261,1.0,0.0,1,0.0,0.0,0.0,-0.27956177294254303,-1.0,0.0,-1.083868531882763,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.8449214100837708,1.0,0.0,1,0.0,0.0,0.0,-0.39637434482574463,-1.0,0.0,-1.1189123034477233,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.4441678822040558,1.0,0.0,1,0.0,0.0,0.0,-1.2890892922878265,-1.0,0.0,-1.386726787686348,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.5754635334014893,0.005727171897888184,0.0,1,0.0,0.0,0.0,-0.13129565119743347,-1.0,0.0,-1.03938869535923,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.11344659328460693,0.0,1,0.0,0.0,0.0,-1.5754635334014893,-1.0,0.0,-1.4726390600204469,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.9667850732803345,0.3752434253692627,0.399569571018219,1,0.0,0.0,0.0,-1.9667850732803345,-1.0,0.0,-1.5900355219841003,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.7666894793510437,1.0,0.0,1,0.0,0.0,0.0,-1.7334745526313782,-1.0,0.0,-1.5200423657894135,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,0.6822407245635986,0.0,1,0.0,0.0,0.0,-0.2333105206489563,-1.0,0.0,-1.069993156194687,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.09117613732814789,1.0,0.0,1,0.0,0.0,0.0,-1.0911761373281479,-1.0,0.0,-1.3273528411984443,
14,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.8615920543670654,1.0,0.0,1,0.0,0.0,0.0,-0.9527681916952133,-1.0,0.0,-1.285830457508564,
15,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-1.8615920543670654,-1.0,0.0,-1.5584776163101197,
16,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.46948349475860596,1.0,0.0,1,0.0,0.0,0.0,-1.469483494758606,-1.0,0.0,-1.4408450484275819,
17,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.027532309293746948,1.0,0.0,1,0.0,0.0,0.0,-0.441951185464859,-1.0,0.0,-1.1325853556394576,
18,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.49903297424316406,0.3746607303619385,0.0,1,0.0,0.0,0.0,-0.4715006649494171,-1.0,0.0,-1.1414501994848252,
