step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.6033612489700317,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.2566412091255188,0.0,1.0,1,0.0,0.0,0.0,-0.34672003984451294,-1.0,0.0,-1.104016011953354,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.7433587908744812,-1.0,0.0,-1.2230076372623444,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.15077632665634155,1.0,0.2396876960992813,1,0.0,0.0,0.0,-0.8492236733436584,-1.0,0.0,-1.2547671020030975,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.9523884057998657,1.0,1.0,1,0.0,0.0,0.0,-1.1031647324562073,-1.0,0.0,-1.330949419736862,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8822011351585388,1.0,0.0,1,0.0,0.0,0.0,-1.8345895409584045,-1.0,0.0,-1.5503768622875214,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8174070119857788,1.0,0.8849743604660034,1,0.0,0.0,0.0,-0.06479412317276001,-1.0,0.0,-1.019438236951828,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.49675458669662476,0.0,0.0,1,0.0,0.0,0.0,-0.32065242528915405,-1.0,0.0,-1.0961957275867462,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.10018932074308395,0.6477046012878418,1.0,1,0.0,0.0,0.0,-0.5969439074397087,-1.0,0.0,-1.1790831722319126,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,1.0,1,0.0,0.0,0.0,-0.899810679256916,-1.0,0.0,-1.2699432037770748,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-0.1794230341911316,1.0,0.41857975721359253,1,0.0,0.0,0.0,-0.8205769658088684,-1.0,0.0,-1.2461730897426606,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,0.285377562046051,1,0.0,0.0,0.0,-0.8205769658088684,-1.0,0.0,-1.2461730897426606,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,-1.0,1.0,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
13,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8321375250816345,1.0,0.23481176793575287,1,0.0,0.0,0.0,-1.8321375250816345,-1.0,0.0,-1.5496412575244904,
