step,speedX,speedY,angle,trackPos,distFromStart,distRaced,steer,accel,brake,gear,r_speed,r_safety,r_ttc,r_smooth,r_time,r_terminal,reward_total,terminal_reason
0,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.9952924251556396,1.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
1,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8994724750518799,1.0,0.16503921151161194,1,0.0,0.0,0.0,-0.10052752494812012,-1.0,0.0,-1.0301582574844361,
2,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.10052752494812012,-1.0,0.0,-1.0301582574844361,
3,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,0.6069426536560059,0.9960837960243225,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
4,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.45845329761505127,1.0,0.8656136393547058,1,0.0,0.0,0.0,-0.5415467023849487,-1.0,0.0,-1.1624640107154847,
5,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.5415467023849487,-1.0,0.0,-1.1624640107154847,
6,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
7,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.0,-1.0,0.0,-1.0,
8,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.14409804344177246,1.0,0.0,1,0.0,0.0,0.0,-0.8559019565582275,-1.0,0.0,-1.2567705869674684,
9,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,1.0,1,0.0,0.0,0.0,-0.8559019565582275,-1.0,0.0,-1.2567705869674684,
10,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.001613616943359375,1.0,0.07240046560764313,1,0.0,0.0,0.0,-0.9983863830566406,-1.0,0.0,-1.2995159149169921,
11,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,0.8560774326324463,1.0,0.15892115235328674,1,0.0,0.0,0.0,-0.8544638156890869,-1.0,0.0,-1.256339144706726,
12,0.0,0.0,3.01992e-07,0.333334,6351.65,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,-0.1439225673675537,-1.0,0.0,-1.0431767702102661,
