step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5526647567749023,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.5526647567749023,-0.0,-1.0,0.0,0.0,-1.4748768077949945,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.13531020283699036,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6879749596118927,-0.0,-1.0,0.0,0.0,-1.2154698686460916,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8580560088157654,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.722745805978775,-0.0,-1.0,0.0,0.0,-1.2259011225561562,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.8580560088157654,-0.0,-1.0,0.0,0.0,-1.5664941834072534,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.4187867343425751,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.5812132656574249,-0.0,-1.0,0.0,0.0,-1.1834413604597513,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.21950669586658478,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6382934302091599,-0.0,-1.0,0.0,0.0,-1.2005654098252718,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7804933041334152,-0.0,-1.0,0.0,0.0,-1.2432253720025483,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,-1.0,0.0,0.0,-1.6090773807625238,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.037187814712524414,0.0,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,-1.0,0.0,0.0,-1.6090773807625238,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.999571681022644,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.00042831897735595703,-0.0,-1.0,0.0,0.0,-1.0092058764557306,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7788965702056885,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.7784682512283325,-0.0,-1.0,0.0,0.0,-1.5426178561310235,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-1.7788965702056885,-0.0,-1.0,0.0,0.0,-1.5427463518242304,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.4524723291397095,1.0,0.7267261743545532,1,-0.009092603003111566,1.522224058775e-05,-1.4524723291397095,-0.0,-1.0,0.0,0.0,-1.4448190795044367,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.05921131372451782,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.5116836428642273,-0.0,-1.0,0.0,0.0,-1.162582473621792,
17,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5915329456329346,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.5323216319084167,-0.0,-1.0,0.0,0.0,-1.1687738703350488,
18,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.5707395076751709,1,-0.009092603003111566,1.522224058775e-05,-0.40846705436706543,-0.0,-1.0,0.0,0.0,-1.1316174970726434,
19,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.6903500556945801,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
20,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.550741970539093,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
21,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.6351540088653564,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.36484599113464355,-0.0,-1.0,0.0,0.0,-1.1185311781029168,
22,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.78543621301651,1,-0.009092603003111566,1.522224058775e-05,-0.36484599113464355,-0.0,-1.0,0.0,0.0,-1.1185311781029168,
23,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
24,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
25,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.944595992565155,0.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.05540400743484497,-0.0,-1.0,0.0,0.0,-1.0256985829929772,
