step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.4435478150844574,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5864604115486145,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.1429125964641571,-0.0,-1.0,0.0,0.0,-1.051951159701771,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.4135395884513855,-0.0,-1.0,0.0,0.0,-1.1331392572979395,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.06633595377206802,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.933664046227932,-0.0,-1.0,0.0,0.0,-1.2891765946309035,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.066335953772068,-0.0,-1.0,0.0,0.0,-1.328978166894144,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.9084686040878296,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.9084686040878296,-0.0,-1.0,0.0,0.0,-1.5816179619888726,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.012735962867736816,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.9212045669555664,-0.0,-1.0,0.0,0.0,-1.2854387508491936,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.389110267162323,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.3763743042945862,-0.0,-1.0,0.0,0.0,-1.1219896720508997,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.389110267162323,-0.0,-1.0,0.0,0.0,-1.4258104609112205,
