step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.32328611612319946,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.16675961017608643,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.15652650594711304,-0.0,-1.0,0.0,0.0,-1.0560353325466578,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8332403898239136,-0.0,-1.0,0.0,0.0,-1.259049497709698,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5463745594024658,1.0,0.3817073106765747,1,-0.009092603003111566,1.522224058775e-05,-1.5463745594024658,-0.0,-1.0,0.0,0.0,-1.4729897485832635,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.4536254405975342,-0.0,-1.0,0.0,0.0,-1.145165012941784,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.14944371581077576,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.9658992290496826,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.19417762756347656,1.0,0.22100570797920227,1,-0.009092603003111566,1.522224058775e-05,-1.1941776275634766,-0.0,-1.0,0.0,0.0,-1.3673306690315667,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,0.0,0.12653261423110962,1,-0.009092603003111566,1.522224058775e-05,-1.1941776275634766,-0.0,-1.0,0.0,0.0,-1.3673306690315667,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.1458870768547058,0.0,0.23233801126480103,1,-0.009092603003111566,1.522224058775e-05,-1.1458870768547058,-0.0,-1.0,0.0,0.0,-1.3528435038189355,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.008103609085083008,1,-0.009092603003111566,1.522224058775e-05,-1.1458870768547058,-0.0,-1.0,0.0,0.0,-1.3528435038189355,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.21210670471191406,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.7878932952880859,-0.0,-1.0,0.0,0.0,-1.2454453693489496,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.04510253667831421,0.6164690256118774,0.41336551308631897,1,-0.009092603003111566,1.522224058775e-05,-0.25720924139022827,-0.0,-1.0,0.0,0.0,-1.0862401531795922,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.19930696487426758,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.15420442819595337,-0.0,-1.0,0.0,0.0,-1.0553387092213098,
17,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8310319185256958,0.08642017841339111,1.0,1,-0.009092603003111566,1.522224058775e-05,-1.0303388833999634,-0.0,-1.0,0.0,0.0,-1.3181790457825127,
