step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.2211647629737854,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.5555019378662109,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7766667008399963,-0.0,-1.0,0.0,0.0,-1.2420773910145226,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7878497242927551,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.2323477864265442,-0.0,-1.0,0.0,0.0,-1.0787817166904872,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.080361008644104,0.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8682107329368591,-0.0,-1.0,0.0,0.0,-1.2695406006435817,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.919638991355896,-0.0,-1.0,0.0,0.0,-1.2849690781692926,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.2695569694042206,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7304430305957794,-0.0,-1.0,0.0,0.0,-1.2282102899412577,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7304430305957794,-0.0,-1.0,0.0,0.0,-1.2282102899412577,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.8122404217720032,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.18775957822799683,-0.0,-1.0,0.0,0.0,-1.065405254230923,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.9470903873443604,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.13484996557235718,-0.0,-1.0,0.0,0.0,-1.049532370434231,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.923766016960144,1,-0.009092603003111566,1.522224058775e-05,-0.05290961265563965,-0.0,-1.0,0.0,0.0,-1.0249502645592157,
