step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.2686091661453247,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.18006637692451477,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.4486755430698395,-0.0,-1.0,0.0,0.0,-1.1436800436834758,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5295645594596863,1.0,0.2568150758743286,1,-0.009092603003111566,1.522224058775e-05,-0.3494981825351715,-0.0,-1.0,0.0,0.0,-1.1139268355230754,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.05186232924461365,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.5814268887042999,-0.0,-1.0,0.0,0.0,-1.1835054473738138,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.28614580631256104,1.0,0.22911787033081055,1,-0.009092603003111566,1.522224058775e-05,-0.3380081355571747,-0.0,-1.0,0.0,0.0,-1.1104798214296763,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.713854193687439,-0.0,-1.0,0.0,0.0,-1.2232336388687555,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.49503499269485474,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.14280176162719727,0.13642501831054688,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.1428017616271973,-0.0,-1.0,0.0,0.0,-1.351917909250683,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.74078768491745,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8835894465446472,-0.0,-1.0,0.0,0.0,-1.274154214725918,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.2904263138771057,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.45036137104034424,-0.0,-1.0,0.0,0.0,-1.144185792074627,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.3031710386276245,1.0,0.3493400812149048,1,-0.009092603003111566,1.522224058775e-05,-0.012744724750518799,-0.0,-1.0,0.0,0.0,-1.0129007981876794,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6968289613723755,-0.0,-1.0,0.0,0.0,-1.2181260691742364,
