step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.1487511396408081,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.8512488603591919,-0.0,-1.0,0.0,0.0,-1.2644520388702813,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.8404064178466797,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6916552782058716,-0.0,-1.0,0.0,0.0,-1.2165739642242852,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.1595935821533203,-0.0,-1.0,0.0,0.0,-1.0569554554085199,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,-1.0,0.0,0.0,-1.6090773807625238,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-2.0,-0.0,-1.0,0.0,0.0,-1.6090773807625238,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.5120820999145508,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
10,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
11,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.2913542687892914,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7086457312107086,-0.0,-1.0,0.0,0.0,-1.2216711001257363,
12,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,1.0,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.7086457312107086,-0.0,-1.0,0.0,0.0,-1.2216711001257363,
13,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.7755002975463867,1.0,0.5425243377685547,1,-0.009092603003111566,1.522224058775e-05,-0.22449970245361328,-0.0,-1.0,0.0,0.0,-1.0764272914986077,
14,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.023406237363815308,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.7520940601825714,-0.0,-1.0,0.0,0.0,-1.2347055988172952,
15,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5310479402542114,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.5544541776180267,-0.0,-1.0,0.0,0.0,-1.1754136340479318,
16,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.2549912929534912,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.7860392332077026,-0.0,-1.0,0.0,0.0,-1.2448891507248345,
17,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.1165628656744957,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.13842842727899551,-0.0,-1.0,0.0,0.0,-1.0506059089462225,
