step,speedX,speedY,angle,trackPos,distFromStart,distRaced,damage,steer,accel,brake,gear,r_speed,r_safety,r_smooth,r_anticipation,r_time,r_terminal,r_checkpoint,reward_total,terminal_reason
0,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.9334723353385925,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.0,-0.0,-1.0,0.0,0.0,-1.0090773807625237,
1,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.5068597197532654,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.440332055091858,-0.0,-1.0,0.0,0.0,-1.4411769972900812,
2,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.8845489025115967,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.391408622264862,-0.0,-1.0,0.0,0.0,-1.4264999674419823,
3,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.2750512957572937,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.1596001982688904,-0.0,-1.0,0.0,0.0,-1.3569574402431908,
4,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.9064657092094421,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.6314144134521484,-0.0,-1.0,0.0,0.0,-1.1985017047981683,
5,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-1.0,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.09353429079055786,-0.0,-1.0,0.0,0.0,-1.037137667999691,
6,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.013475492596626282,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-0.9865245074033737,-0.0,-1.0,0.0,0.0,-1.305034732983536,
7,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,0.9247347712516785,1.0,1.0,1,-0.009092603003111566,1.522224058775e-05,-0.9382102638483047,-0.0,-1.0,0.0,0.0,-1.2905404599170152,
8,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.7337737083435059,1.0,0.0,1,-0.009092603003111566,1.522224058775e-05,-1.6585084795951843,-0.0,-1.0,0.0,0.0,-1.506629924641079,
9,-0.00913045,-0.00302988,0.00822276,0.333439,3598.45,0.0,0.0,-0.7628281116485596,1.0,0.21128711104393005,1,-0.009092603003111566,1.522224058775e-05,-0.02905440330505371,-0.0,-1.0,0.0,0.0,-1.01779370175404,
